,author_id,created_at,edit_history_tweet_ids,id,lang,text,retweet_count,reply_count,like_count,quote_count,impression_count,has_image,name
43,158487331,2022-10-23 12:55:55+00:00,[1584166729995124736],1.58417e+18,en,"Have you played with my new #mecharenaxneymarjr Pilot yet ?!
Join my #mecharena live stream TODAY and watch me and my team do some major damage !
If you still don’t have my pilot, you can join the FREE #pilotchase at https://t.co/JbYPDXl4Uk and get him after 7 days of log in ! https://t.co/olhCK3mNyH",747,1189,17927,41,0,True,Neymar
42,158487331,2022-10-24 14:39:32+00:00,[1584555193420910593],1.58456e+18,en,"Join me in the #Beastmode, BEAST INSIDE, GAME ON!
Freemint JungleVIBES NFT for a LIMITED TIME, dive into the Episodes at https://t.co/SDSLXxQr57  and get ready for the Meet &amp; Greet.
#Beastmode #NFT
@THENFTSTAR https://t.co/BgIMkp43UI https://t.co/dnuOVvzDWW",1148,1819,9275,553,0,True,Neymar
41,158487331,2022-10-25 17:22:45+00:00,[1584958658223697921],1.58496e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/88vGETxNXZ,4006,2055,67318,283,0,True,Neymar
40,158487331,2022-10-26 14:34:03+00:00,[1585278590769324032],1.58528e+18,en,"Watch me escape the Stone Age 🦕👀
#Ooredoo #5G #UpgradeYourWorld
@OoredooQatar https://t.co/WM7rK1i7lq",438,277,10803,21,0,True,Neymar
39,158487331,2022-10-27 11:12:58+00:00,[1585590374231408641],1.58559e+18,en,"It’s not too late. Enter Cadbury FC’s ‘Win A Worldie’ before the 20th Nov for a chance to win an afternoon with me - https://t.co/xqvsomWhSW

#WinAWorldie #CadburyFC

UK/ROI, 18+, NPN NI &amp; ROI. Closes 16:59 20/11/22. T&amp;Cs apply - see https://t.co/wb7XS9Q9T0 for info &amp; full T&amp;Cs. https://t.co/i5oTj28sUo",234,238,6521,8,0,True,Neymar
38,158487331,2022-10-27 17:56:01+00:00,[1585691803801759744],1.58569e+18,und,🇧🇷 https://t.co/QIT3Fniypw,47533,24206,213911,8982,0,True,Neymar
37,158487331,2022-10-28 13:39:24+00:00,[1585989610311716864],1.58599e+18,pt,Acredite em si mesmo e Deus mostrará o quanto és forte 🙏 https://t.co/OGE759kZst,24218,11381,257355,4037,0,True,Neymar
36,158487331,2022-10-29 13:28:33+00:00,[1586349270239948803],1.58635e+18,pt,Que Deus nos abençoe e nos proteja 🇧🇷💙💚💛 https://t.co/rGBoFWimEk,12366,9040,153210,1448,0,True,Neymar
35,158487331,2022-11-01 14:06:45+00:00,[1587446047663529985],1.58745e+18,en,"Go #Beastmode !
Check out my new project with @THENFTSTAR and freemint the JungleVibes to win signed jerseys and be on the whitelist for Episode 01: Human Drop - only one more week.
More exciting news on my live stream next week Go to https://t.co/FVE84Rtzue NOW! https://t.co/uAkGXv39Ky",311,540,9700,35,0,True,Neymar
34,158487331,2022-11-01 16:16:02+00:00,[1587478583542517767],1.58748e+18,pt,"E a galera falando que não tenho emocional só porque eu respondi uma qualquer 😂😂😂😂
Cada uma viu 😂😂😂😂 pqp 🤬",7585,40248,233993,18850,0,False,Neymar
33,158487331,2022-11-01 16:18:07+00:00,[1587479105708204036],1.58748e+18,pt,"Mas acho que vocês tem razão.
Meu emocional é fraco e sou pipoqueiro 😭😞
#ironia",7375,32272,179140,20810,0,False,Neymar
32,158487331,2022-11-04 17:10:40+00:00,[1588579494625177601],1.58858e+18,en,"Every squadmate needs an attacker. I’m coming to @CallofDuty !#CoDPartner 

#Warzone2 #ModernWarfare2 #CODMobile https://t.co/T2P1i8hmcQ",2713,1560,58207,281,0,True,Neymar
31,158487331,2022-11-06 08:40:53+00:00,[1589175977141157889],1.58918e+18,pt,"Bom dia! 
Eu não estava ansioso pra copa não… até ver a reação da torcida no MAJOR do rio 👏🏽 que festa, que clima 
#VamoFuria",8306,5603,191821,1997,0,False,Neymar
30,158487331,2022-11-06 08:52:31+00:00,[1589178908208832512],1.58918e+18,pt,"Não tem como não se emocionar! 
Arrepia demais 👏🏽 https://t.co/nv9KwXeaDS",2454,825,63153,172,0,False,Neymar
29,158487331,2022-11-06 15:47:30+00:00,[1589283339655344128],1.58928e+18,pt,"Vocês levam tudo ao pé da letra… já falei em entrevistas e pra algumas pessoas pessoalmente.
Eu sou ZERO ansioso pra qualquer tipo de coisa.
Copa é importante? óbvio q é .. SEMPRE FOI MEU SONHO GANHAR UMA! 
Agora não vem me criticar dizendo que não estou nem aí, pq ñ é verdade!",1106,2181,48435,1321,0,False,Neymar
28,158487331,2022-11-06 15:48:26+00:00,[1589283575115182081],1.58928e+18,pt,Só quis ressaltar a festa linda que a galera está fazendo no MAJOR!,6844,3769,156060,742,0,False,Neymar
27,158487331,2022-11-08 18:11:47+00:00,[1590044426419998720],1.59004e+18,qht,#GAULESNAARENA https://t.co/85G0wiksQB,713,288,18544,48,0,False,Neymar
26,158487331,2022-11-08 19:20:36+00:00,[1590061746324385793],1.59006e+18,pt,"Fala galera, to chegando com as skins mais brabas do @PUBG !
Foi incrível poder participar do processo de criação pra deixar tudo com a minha cara.
Espero q vcs curtam, comentem aí o que acharam. https://t.co/AFRUpib2MO",539,724,18934,56,0,True,Neymar
25,158487331,2022-11-09 16:07:22+00:00,[1590375505689448449],1.59038e+18,en,"2 more days until mint day, be ready for Ep 01. 

Live stream:
Wen: 3pm UTC, Nov 11th
Where: https://t.co/TgVnv9UUsG

Twitter Space: 
Wen: 2:30pm UTC, Nov 11th
Where: enter from @thenftstar Twitter account

HUMAN mint start from 2pm UTC, Nov 11
Go to https://t.co/mIV2zKgTI4 NOW! https://t.co/cRqhchU256",306,345,7400,16,0,True,Neymar
24,158487331,2022-11-11 17:01:47+00:00,[1591113973054771201],1.59111e+18,en,"Me always a BEAST. #beastmode #bayc @THENFTSTAR, @BoredApeYC https://t.co/BZooxufaQH",1325,577,26838,95,0,True,Neymar
23,158487331,2022-11-11 20:49:20+00:00,[1591171238852165632],1.59117e+18,es,que clima no major #DIADEFURIA,2303,585,52219,142,0,False,Neymar
22,158487331,2022-11-11 21:03:31+00:00,[1591174808855023616],1.59117e+18,es,DÍA DE FURIA https://t.co/ZJO6oECpuW,4262,1134,118581,456,0,True,Neymar
21,158487331,2022-11-12 00:43:56+00:00,[1591230278751883265],1.59123e+18,pt,"DROP …. Eu te moleque 👏🏽👏🏽👏🏽
Jogou muito",2635,775,66853,367,0,False,Neymar
20,158487331,2022-11-12 00:46:28+00:00,[1591230913756934144],1.59123e+18,pt,Next @FURIA  jogaram muito 👏🏽,1831,342,48627,100,0,False,Neymar
19,158487331,2022-11-12 00:48:07+00:00,[1591231328464388099],1.59123e+18,en,"S1mple my Friend this is BRAZIL 🔥
U are a legend 👏🏽
GG",8262,1477,184096,687,0,False,Neymar
18,158487331,2022-11-12 23:00:05+00:00,[1591566528985829376],1.59157e+18,pt,VOU TORCER PRA FÚRIA SER CAMPEAOOOOOOOO….,5430,1943,96298,1243,0,False,Neymar
17,158487331,2022-11-13 08:33:00+00:00,[1591710710782124032],1.59171e+18,pt,"fui dormir com a fúria ganhando e acordei com a fúria eliminada… que tristeza! 
GG molecada 😞",909,827,54343,230,0,False,Neymar
16,158487331,2022-11-13 08:41:11+00:00,[1591712767777865728],1.59171e+18,pt,"Tava tudo conspirando pra dar bom …. 
Major no brasil 
Torcida incrível
Gau narrando
Fúria jogando muito

Que tristeza 😞",1624,1544,69936,260,0,False,Neymar
15,158487331,2022-11-13 17:57:24+00:00,[1591852745560047622],1.59185e+18,en,"Check out my NFT collection and become part of my web3 community.

Go to https://t.co/jSJoHiht1m https://t.co/KAP9eerz2u",453,523,13297,65,0,True,Neymar
14,158487331,2022-11-23 18:49:38+00:00,[1595489769051590661],1.59549e+18,pt,"Sonhar, almejar e colocar seu objetivo como prioridade não é menosprezo ao seus rivais e sim uma meta pra você ir em busca. 
Amanhã começa 🔥
Vamo que vamo 🇧🇷 https://t.co/ekY2m4U5c9",28715,11000,333441,5948,0,True,Neymar
13,158487331,2022-11-24 16:54:05+00:00,[1595823077350318081],1.59582e+18,pt,Que Deus nos abençoe e nos proteja 🙏💙💚💛 https://t.co/AWxskKBMoo,42656,14970,498523,6297,0,True,Neymar
12,158487331,2022-11-25 00:58:44+00:00,[1595945042966880256],1.59595e+18,pt,"Jogo difícil, mas era importante ganhar. 
Parabéns equipe, primeiro passo dado… 
Faltam 6 💙💚💛🇧🇷 https://t.co/vNQXljRz3e",28267,18586,538444,2747,0,True,Neymar
11,158487331,2022-11-28 18:47:44+00:00,[1597301230107525120],1.5973e+18,pt,Casemiro é o melhor volante do mundo há muito tempo,54074,13886,703331,5471,0,False,Neymar
10,158487331,2022-12-03 20:07:33+00:00,[1599133254774575105],1.59913e+18,en,"I feel good, I knew that I would now 
✋🏽😜🤚🏽 https://t.co/LpJ3BZJaU9",36309,10749,457278,8956,0,True,Neymar
9,158487331,2022-12-05 17:02:21+00:00,[1599811427237519360],1.59981e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️🇧🇷 https://t.co/EjdiDM1VSq,32672,10958,382125,5130,0,True,Neymar
8,158487331,2022-12-05 23:29:53+00:00,[1599908951730319362],1.59991e+18,pt,Deus 🙏 https://t.co/UvxW9dIi3R,52484,10428,723455,3877,0,True,Neymar
7,158487331,2022-12-06 00:30:07+00:00,[1599924108284006400],1.59992e+18,pt,"Grito de desabafo, grito de EU CONSEGUI!! 
OBRIGADO MEU DEUS 🙏❤️
Toda honra e toda glória é pra ti. https://t.co/Ci1NgkKiDu",31267,7713,422120,2706,0,True,Neymar
6,158487331,2022-12-09 13:33:33+00:00,[1601208431272419328],1.60121e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️🇧🇷 https://t.co/0VMA5AJqtb,37139,22463,520683,5700,0,True,Neymar
5,158487331,2022-12-18 18:59:49+00:00,[1604552030541996034],1.60455e+18,es,Felicidades Hermano 👏🏽 #leomessi https://t.co/5XClpQf15y,287924,24629,2648740,19222,53939701,True,Neymar
4,158487331,2022-12-22 11:11:04+00:00,[1605883615518375936],1.60588e+18,en,Morning 😴 https://t.co/Yez9fL2RuU,28543,10585,777087,3304,31940609,True,Neymar
3,158487331,2022-12-27 13:19:38+00:00,[1607727910344876032],1.60773e+18,und,✋🏽😝🤚🏽 https://t.co/2FAgE9GJko,19128,6252,403132,2267,20494200,True,Neymar
2,158487331,2022-12-27 21:22:43+00:00,[1607849482317860864],1.60785e+18,pt,"Gkay, tudo passa … 
Fica bem ❤️",7196,19780,277166,26858,42664766,False,Neymar
1,158487331,2022-12-28 18:31:06+00:00,[1608168679484669952],1.60817e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/GOx3gMz101,10547,4625,246530,1062,9779908,True,Neymar
0,158487331,2022-12-31 18:14:11+00:00,[1609251586458456064],1.60925e+18,pt,"Um ano de muito aprendizado. 
Valeu 2022 👋🏽 https://t.co/H8qHbNwi8F",14315,5277,293190,1205,9696023,True,Neymar
30,1725137533,2022-01-10 12:55:28+00:00,[1480523688688631810],1.48052e+18,fr,"Je te souhaite également une bonne année ma petite Camille ❤️🙏🏽. 
Continues de te battre comme tu le fais, tu nous donnes une leçon de vie à tous. ✊🏽

La violence des commentaires pour une gamine… On est vraiment en train de toucher le fond. Il s’agirait de se ressaisir un peu. https://t.co/UgBTVnzhTB",19625,1948,119710,1326,0,False,Mbappe
29,1725137533,2022-01-25 20:33:10+00:00,[1486074687838949379],1.48607e+18,en,"ACHRAF HAKIMI. 
BEST RB IN THE WORLD. 

GOOD NIGHT GUYS. 👋🏽",40998,11679,322575,10641,0,False,Mbappe
28,1725137533,2022-02-11 22:45:47+00:00,[1492268658038644751],1.49227e+18,en,Big Up Legend…😉 https://t.co/7jI4obAd1Y,27041,2454,366185,1879,0,True,Mbappe
27,1725137533,2022-02-15 22:26:28+00:00,[1493713346826285064],1.49371e+18,fr,"Première manche victorieuse. 
ICI C’EST PARIS 🔴🔵 https://t.co/LV771fltYZ",33967,7008,322930,4815,0,True,Mbappe
26,1725137533,2022-02-16 00:18:24+00:00,[1493741516585684993],1.49374e+18,und,MVP. 💪🏽🙏🏽🏆 @ChampionsLeague https://t.co/WS2blAPsM0,14590,4718,316976,1706,0,True,Mbappe
25,1725137533,2022-03-31 19:25:58+00:00,[1509612987828473895],1.50961e+18,fr,"Le danger des paris en ligne… ne plus avoir de limite. 
Un peu de respect svp 

🤦🏽‍♂️🤬 @WinamaxSport https://t.co/7Wj5jbBdPL",33347,4606,197712,7214,0,True,Mbappe
24,1725137533,2022-05-15 21:27:12+00:00,[1525950950330060800],1.52595e+18,fr,"Meilleur joueur de Ligue1 pour la 3e saison consécutive. Une fierté immense d’écrire l’histoire une nouvelle fois. Cette reconnaissance me fait chaud au cœur. Et bien sûr merci à l’ensemble de mon club et les fans pour la confiance accordée cette saison. 

Merci ❤️🏆🥇 @UNFP https://t.co/LTweeLdrWk",6665,8979,118170,952,0,True,Mbappe
23,1725137533,2022-05-21 23:40:08+00:00,[1528158732961595392],1.52816e+18,fr,L’aventure continue…🔴🔵 https://t.co/w0STNy0oLQ,45505,44504,478815,11610,0,True,Mbappe
22,1725137533,2022-05-22 16:07:10+00:00,[1528407127055794178],1.52841e+18,zxx,https://t.co/m00Sii3A6l,18275,23371,181862,9229,0,True,Mbappe
21,1725137533,2022-05-22 20:54:09+00:00,[1528479348646346754],1.52848e+18,fr,"• CHAMP10NS 
• Meilleur buteur &amp; Meilleur passeur 

MERCI ❤️ 
@Ligue1UberEats @PSG_inside https://t.co/83V7VNPz75",5972,7411,96912,877,0,True,Mbappe
20,1725137533,2022-05-28 15:27:20+00:00,[1530571431662301185],1.53057e+18,und,🇫🇷🔙… @equipedefrance https://t.co/LDPuMOZE8U,4448,6339,105803,1027,0,True,Mbappe
19,1725137533,2022-06-15 16:32:01+00:00,[1537110690162409473],1.53711e+18,en,FINALLY 🤤🤤🤤🤤🤤🤤🤤🤤 https://t.co/SS2XSu5vBX,5402,6436,163759,2015,0,True,Mbappe
18,1725137533,2022-06-18 14:18:40+00:00,[1538164294210166785],1.53816e+18,und,🥷😎… https://t.co/w4oPwswUeJ,7890,6555,251399,2280,0,True,Mbappe
17,1725137533,2022-06-19 13:08:01+00:00,[1538508904283389952],1.53851e+18,fr,"Oui enfin je lui ai surtout bien expliqué que c’était par rapport au racisme et NON au penalty. 
Mais lui considérait qu’il n’y avait pas  eu de racisme… https://t.co/wZ1nQfb4l4",34469,5155,189250,7265,0,False,Mbappe
16,1725137533,2022-07-19 12:33:36+00:00,[1549371878925832192],1.54937e+18,en,"3 IN A ROW 👑 
Proud to feature on the cover again #FIFA23 
 
@EASPORTSFIFA https://t.co/t71RGY7sBZ",4788,3303,76941,820,0,True,Mbappe
15,1725137533,2022-08-24 17:59:50+00:00,[1562499941376806912],1.5625e+18,fr,"Félicitations Camille. 
Continues de tous nous inspirer. 
Le Parc des Princes est aussi ta maison maintenant 👊🏽🙏🏽❤️ 

@1SourireCamille https://t.co/6nKpnrcobf",3934,1418,46124,297,0,True,Mbappe
14,1725137533,2022-10-12 11:27:34+00:00,[1580158229518376960],1.58016e+18,fr,Rendez-vous aux enfants dans ce lieu d’histoire cet après-midi pour un moment de partage. ✊🏽 https://t.co/loHdSjnbcl,988,1115,27951,244,0,True,Mbappe
13,1725137533,2022-11-09 19:33:36+00:00,[1590427403289268226],1.59043e+18,fr,Toujours un rêve de disputer la plus grande des compétitions avec mon pays. 🇫🇷🏆 @equipedefrance https://t.co/X7hXr5d42P,7508,2413,122593,863,0,True,Mbappe
12,1725137533,2022-11-22 22:08:48+00:00,[1595177505312444419],1.59518e+18,fr,Une belle entrée dans la compétition. 🇫🇷👍🏽 https://t.co/Bftn5KAO72,9045,2242,176649,740,0,True,Mbappe
11,1725137533,2022-11-26 19:03:34+00:00,[1596580440101748741],1.59658e+18,en,"QUALIFICATION !!! 🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷
@equipedefrance https://t.co/uI3NX5cono",21126,3266,271755,1426,0,True,Mbappe
10,1725137533,2022-12-03 13:21:28+00:00,[1599031061907787778],1.59903e+18,en,Pray for the King 👑🙏🏽🇧🇷 @Pele,51765,3618,679124,2116,0,False,Mbappe
9,1725137533,2022-12-04 18:23:42+00:00,[1599469511731687425],1.59947e+18,fr,Belle victoire et qualification pour le quart de finale 🇫🇷💪🏽… https://t.co/ps3B4PrTQB,22452,5766,371870,1987,0,True,Mbappe
8,1725137533,2022-12-06 17:52:50+00:00,[1600186519276253184],1.60019e+18,tr,ACHRAF HAKIMI. 🐧🫶🏽👑,90327,10103,1162585,8018,0,False,Mbappe
7,1725137533,2022-12-06 17:55:29+00:00,[1600187182802534400],1.60019e+18,und,🇲🇦👑🫶🏽… @AchrafHakimi https://t.co/fDCyfMI7LM,52102,5627,756547,6017,0,True,Mbappe
6,1725137533,2022-12-10 22:12:30+00:00,[1601701416451854336],1.6017e+18,art,🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷,46802,15404,684297,4892,0,False,Mbappe
5,1725137533,2022-12-10 23:02:53+00:00,[1601714094540627968],1.60171e+18,fr,Encore un peu plus proche du rêve absolu..🇫🇷👊🏽 @equipedefrance https://t.co/F4Cts5FXXK,15440,3992,246655,1051,0,True,Mbappe
4,1725137533,2022-12-14 21:46:34+00:00,[1603144441019113479],1.60314e+18,en,BACK TO BACK WORLD CUP FINAL. 🇫🇷,109520,29498,1220394,17273,0,False,Mbappe
3,1725137533,2022-12-14 23:22:01+00:00,[1603168463870042114],1.60317e+18,en,"Don’t be sad bro, everybody is proud of what you did, you made history. ❤️ @AchrafHakimi https://t.co/hvjQvQ84c6",91511,16973,1306280,19572,0,True,Mbappe
2,1725137533,2022-12-19 10:19:55+00:00,[1604783580819120129],1.60478e+18,fr,Nous reviendrons. 🇫🇷🙏🏽 https://t.co/Ni2WhO6Tgd,256148,68109,2331342,29804,78289775,True,Mbappe
1,1725137533,2022-12-20 21:51:45+00:00,[1605320073341964288],1.60532e+18,fr,"24 🎉🎂
Merci à tous pour vos messages. 🥰 https://t.co/EnMoAqO4Bd",110503,48993,2070238,19449,66598456,True,Mbappe
0,1725137533,2022-12-29 19:23:14+00:00,[1608544190228750342],1.60854e+18,en,"The king of football has left us but his legacy will never be forgotten. 
RIP KING 💔👑… https://t.co/F55PrcM2Ud",178059,12057,2308355,4557,64174626,True,Mbappe
